ua,ind,year,emp
249,FF114,2001,9
249,FF114,2006,6
249,FF114,2013,3
249,GH111,1976,57
249,GH111,1981,48
249,GH111,1986,66
249,GH111,1991,36
249,GH111,1996,36
249,GH111,2001,36
249,GH111,2006,33
249,GH111,2013,36
249,GH112,1976,18
249,GH112,1981,54
249,GH112,1986,45
249,GH112,1991,51
249,GH112,1996,33
249,GH112,2001,36
249,GH112,2006,21
249,GH112,2013,21
249,GH121,1976,63
249,GH121,1981,51
249,GH121,1986,51
249,GH121,1991,48
249,GH121,1996,105
249,GH121,2001,117
249,GH121,2006,114
249,GH121,2013,93
249,GH122,1976,33
249,GH122,1981,33
249,GH122,1986,27
249,GH122,1991,33
249,GH122,1996,15
249,GH122,2001,12
249,GH122,2006,12
249,GH122,2013,15
249,GH130,1976,51
249,GH130,1981,42
249,GH130,1986,42
249,GH130,1991,27
249,GH130,1996,36
249,GH130,2001,39
249,GH130,2006,33
249,GH130,2013,27
249,GH131,1976,72
249,GH131,1981,72
249,GH131,1986,78
249,GH131,1991,69
249,GH131,1996,63
249,GH131,2001,60
249,GH131,2006,60
249,GH131,2013,51
249,GH132,1976,66
249,GH132,1981,51
249,GH132,1986,42
249,GH132,1991,39
249,GH132,1996,27
249,GH132,2001,21
249,GH132,2006,24
249,GH132,2013,27
249,GH133,1976,30
249,GH133,1981,27
249,GH133,1986,18
249,GH133,1991,3
249,GH133,1996,12
249,GH133,2001,6
249,GH133,2006,0
249,GH133,2013,3
249,GH21_,1976,66
249,GH21_,1981,69
249,GH21_,1986,78
249,GH21_,1991,66
249,GH21_,1996,90
249,GH21_,2001,108
249,GH21_,2006,138
249,GH21_,2013,135
249,II111,1976,36
249,II111,1981,42
249,II111,1986,51
249,II111,1991,24
249,II111,1996,45
249,II111,2001,39
249,II111,2006,57
249,II111,2013,45
249,II120,1976,3
249,II120,1981,0
249,II120,1986,0
249,II120,1991,0
249,II120,1996,0
249,II120,2001,3
249,II120,2006,3
249,II120,2013,0
249,II121,1976,63
249,II121,1981,84
249,II121,1986,60
249,II121,1991,18
249,II121,1996,9
249,II121,2001,12
249,II121,2006,9
249,II121,2013,9
249,II123,1976,0
249,II123,1981,0
249,II123,1986,0
249,II123,1991,0
249,II123,1996,3
249,II123,2001,3
249,II123,2006,0
249,II123,2013,3
249,II13_,1976,72
249,II13_,1981,0
249,II13_,1986,3
249,II13_,1991,24
249,II13_,1996,27
249,II13_,2001,21
249,II13_,2006,27
249,II13_,2013,33
249,JJ11_,1976,18
249,JJ11_,1981,27
249,JJ11_,1986,27
249,JJ11_,1991,6
249,JJ11_,1996,12
249,JJ11_,2001,9
249,JJ11_,2006,6
249,JJ11_,2013,6
249,JJ120,1976,0
249,JJ120,1981,81
249,JJ120,1986,72
249,JJ120,1991,15
249,JJ120,1996,9
249,JJ120,2001,0
249,JJ120,2006,3
249,JJ120,2013,3
249,JJ123,1976,3
249,JJ123,1981,3
249,JJ123,1986,3
249,JJ123,1991,3
249,JJ123,1996,3
249,JJ123,2001,3
249,JJ123,2006,6
249,JJ123,2013,6
249,KK1_,1976,12
249,KK1_,1981,12
249,KK1_,1986,18
249,KK1_,1991,15
249,KK1_,1996,15
249,KK1_,2001,6
249,KK1_,2006,6
249,KK1_,2013,6
249,KK110,1976,33
249,KK110,1981,36
249,KK110,1986,42
249,KK110,1991,36
249,KK110,1996,42
249,KK110,2001,33
249,KK110,2006,42
249,KK110,2013,33
249,LL110,1976,9
249,LL110,1981,3
249,LL110,1986,0
249,LL110,1991,3
249,LL110,1996,6
249,LL110,2001,9
249,LL110,2006,15
249,LL110,2013,9
249,LL12_,1976,3
249,LL12_,1981,6
249,LL12_,1986,3
249,LL12_,1991,15
249,LL12_,1996,27
249,LL12_,2001,9
249,LL12_,2006,36
249,LL12_,2013,27
249,MN11_,1976,51
249,MN11_,1981,66
249,MN11_,1986,66
249,MN11_,1991,63
249,MN11_,1996,78
249,MN11_,2001,102
249,MN11_,2006,87
249,MN11_,2013,102
249,MN21_,1976,15
249,MN21_,1981,15
249,MN21_,1986,21
249,MN21_,1991,21
249,MN21_,1996,24
249,MN21_,2001,36
249,MN21_,2006,27
249,MN21_,2013,54
249,OO111,1976,24
249,OO111,1981,54
249,OO111,1986,57
249,OO111,1991,57
249,OO111,1996,51
249,OO111,2001,45
249,OO111,2006,48
249,OO111,2013,51
249,OO21_,1976,0
249,OO21_,1981,0
249,OO21_,1986,0
249,OO21_,1991,3
249,OO21_,1996,15
249,OO21_,2001,18
249,OO21_,2006,24
249,OO21_,2013,33
249,OO211,1976,24
249,OO211,1981,36
249,OO211,1986,39
249,OO211,1991,36
249,OO211,1996,24
249,OO211,2001,18
249,OO211,2006,9
249,OO211,2013,9
249,PP11_,1976,141
249,PP11_,1981,153
249,PP11_,1986,144
249,PP11_,1991,126
249,PP11_,1996,153
249,PP11_,2001,144
249,PP11_,2006,162
249,PP11_,2013,177
249,QQ11_,1976,159
249,QQ11_,1981,186
249,QQ11_,1986,159
249,QQ11_,1991,165
249,QQ11_,1996,144
249,QQ11_,2001,186
249,QQ11_,2006,180
249,QQ11_,2013,237
249,RS11_,1976,27
249,RS11_,1981,51
249,RS11_,1986,51
249,RS11_,1991,39
249,RS11_,1996,42
249,RS11_,2001,33
249,RS11_,2006,39
249,RS11_,2013,27
249,RS210,1976,24
249,RS210,1981,21
249,RS210,1986,33
249,RS210,1991,24
249,RS210,1996,39
249,RS210,2001,24
249,RS210,2006,18
249,RS210,2013,27
249,RS211,1976,51
249,RS211,1981,36
249,RS211,1986,36
249,RS211,1991,42
249,RS211,1996,45
249,RS211,2001,42
249,RS211,2006,51
249,RS211,2013,48
249,RS219,1976,12
249,RS219,1981,15
249,RS219,1986,21
249,RS219,1991,15
249,RS219,1996,15
249,RS219,2001,18
249,RS219,2006,21
249,RS219,2013,21
250,AA111,1976,0
250,AA111,1981,3
250,AA111,1986,3
250,AA111,1991,3
250,AA111,1996,3
250,AA111,2001,0
250,AA111,2006,3
250,AA111,2013,3
250,AA121,1976,3
250,AA121,1981,6
250,AA121,1986,3
250,AA121,1991,6
250,AA121,1996,9
250,AA121,2001,3
250,AA121,2006,9
250,AA121,2013,9
250,AA131,1976,24
250,AA131,1981,18
250,AA131,1986,18
250,AA131,1991,18
250,AA131,1996,42
250,AA131,2001,39
250,AA131,2006,42
250,AA131,2013,36
250,AA141,1976,0
250,AA141,1981,0
250,AA141,1986,0
250,AA141,1991,0
250,AA141,1996,6
250,AA141,2001,3
250,AA141,2006,0
250,AA141,2013,3
250,AA211,1976,0
250,AA211,1981,0
250,AA211,1986,0
250,AA211,1991,0
250,AA211,1996,0
250,AA211,2001,0
250,AA211,2006,0
250,AA211,2013,0
250,AA310,1976,3
250,AA310,1981,9
250,AA310,1986,3
250,AA310,1991,3
250,AA310,1996,6
250,AA310,2001,3
250,AA310,2006,3
250,AA310,2013,0
250,AA320,1976,6
250,AA320,1981,9
250,AA320,1986,12
250,AA320,1991,3
250,AA320,1996,9
250,AA320,2001,6
250,AA320,2006,12
250,AA320,2013,12
250,BB11_,1976,0
250,BB11_,1981,54
250,BB11_,1986,69
250,BB11_,1991,42
250,BB11_,1996,24
250,BB11_,2001,15
250,BB11_,2006,15
250,BB11_,2013,18
250,CC1_,1976,0
250,CC1_,1981,0
250,CC1_,1986,0
250,CC1_,1991,0
250,CC1_,1996,3
250,CC1_,2001,6
250,CC1_,2006,15
250,CC1_,2013,15
250,CC131,1976,60
250,CC131,1981,66
250,CC131,1986,84
250,CC131,1991,27
250,CC131,1996,18
250,CC131,2001,21
250,CC131,2006,36
250,CC131,2013,45
250,CC141,1976,0
250,CC141,1981,0
250,CC141,1986,0
250,CC141,1991,6
250,CC141,1996,9
250,CC141,2001,12
250,CC141,2006,9
250,CC141,2013,6
250,CC151,1976,0
250,CC151,1981,3
250,CC151,1986,0
250,CC151,1991,0
250,CC151,1996,0
250,CC151,2001,0
250,CC151,2006,0
250,CC151,2013,0
250,CC211,1976,0
250,CC211,1981,3
250,CC211,1986,0
250,CC211,1991,0
250,CC211,1996,0
250,CC211,2001,0
250,CC211,2006,0
250,CC211,2013,0
250,CC212,1976,12
250,CC212,1981,21
250,CC212,1986,15
250,CC212,1991,0
250,CC212,1996,0
250,CC212,2001,0
250,CC212,2006,0
250,CC212,2013,0
250,CC311,1976,12
250,CC311,1981,3
250,CC311,1986,9
250,CC311,1991,0
250,CC311,1996,6
250,CC311,2001,0
250,CC311,2006,3
250,CC311,2013,0
250,CC321,1976,0
250,CC321,1981,0
250,CC321,1986,0
250,CC321,1991,0
250,CC321,1996,0
250,CC321,2001,0
250,CC321,2006,0
250,CC321,2013,0
250,CC411,1976,0
250,CC411,1981,0
250,CC411,1986,3
250,CC411,1991,0
250,CC411,1996,3
250,CC411,2001,0
250,CC411,2006,0
250,CC411,2013,3
250,CC5_,1976,0
250,CC5_,1981,0
250,CC5_,1986,0
250,CC5_,1991,3
250,CC5_,1996,0
250,CC5_,2001,0
250,CC5_,2006,0
250,CC5_,2013,3
250,CC611,1976,0
250,CC611,1981,3
250,CC611,1986,0
250,CC611,1991,3
250,CC611,1996,3
250,CC611,2001,0
250,CC611,2006,0
250,CC611,2013,3
250,CC711,1976,0
250,CC711,1981,0
250,CC711,1986,0
250,CC711,1991,0
250,CC711,1996,0
250,CC711,2001,0
250,CC711,2006,0
250,CC711,2013,3
250,CC721,1976,0
250,CC721,1981,0
250,CC721,1986,0
250,CC721,1991,0
250,CC721,1996,3
250,CC721,2001,3
250,CC721,2006,12
250,CC721,2013,3
250,CC811,1976,0
250,CC811,1981,0
250,CC811,1986,0
250,CC811,1991,0
250,CC811,1996,0
250,CC811,2001,0
250,CC811,2006,0
250,CC811,2013,0
250,CC821,1976,0
250,CC821,1981,0
250,CC821,1986,0
250,CC821,1991,0
250,CC821,1996,0
250,CC821,2001,0
250,CC821,2006,9
250,CC821,2013,6
250,CC822,1976,0
250,CC822,1981,3
250,CC822,1986,3
250,CC822,1991,0
250,CC822,1996,0
250,CC822,2001,6
250,CC822,2006,6
250,CC822,2013,3
250,CC91_,1976,0
250,CC91_,1981,3
250,CC91_,1986,6
250,CC91_,1991,3
250,CC91_,1996,3
250,CC91_,2001,3
250,CC91_,2006,6
250,CC91_,2013,3
250,DD1_,1976,24
250,DD1_,1981,18
250,DD1_,1986,18
250,DD1_,1991,12
250,DD1_,1996,9
250,DD1_,2001,0
250,DD1_,2006,0
250,DD1_,2013,3
250,EE1_,1976,39
250,EE1_,1981,39
250,EE1_,1986,36
250,EE1_,1991,27
250,EE1_,1996,36
250,EE1_,2001,27
250,EE1_,2006,18
250,EE1_,2013,36
250,EE110,1976,24
250,EE110,1981,21
250,EE110,1986,18
250,EE110,1991,9
250,EE110,1996,6
250,EE110,2001,6
250,EE110,2006,15
250,EE110,2013,9
250,EE113,1976,9
250,EE113,1981,0
250,EE113,1986,0
250,EE113,1991,0
250,EE113,1996,0
250,EE113,2001,3
250,EE113,2006,0
250,EE113,2013,3
250,FF11_,1976,0
250,FF11_,1981,3
250,FF11_,1986,3
250,FF11_,1991,6
250,FF11_,1996,9
250,FF11_,2001,9
250,FF11_,2006,6
250,FF11_,2013,9
250,FF110,1976,3
250,FF110,1981,3
250,FF110,1986,3
250,FF110,1991,0
250,FF110,1996,3
250,FF110,2001,9
250,FF110,2006,9
250,FF110,2013,0
250,FF111,1976,18
250,FF111,1981,24
250,FF111,1986,27
250,FF111,1991,12
250,FF111,1996,9
250,FF111,2001,12
250,FF111,2006,6
250,FF111,2013,6
250,FF114,1976,3
250,FF114,1981,0
250,FF114,1986,0
250,FF114,1991,3
250,FF114,1996,3
250,FF114,2001,0
250,FF114,2006,0
250,FF114,2013,0
250,GH111,1976,0
250,GH111,1981,0
250,GH111,1986,0
250,GH111,1991,0
250,GH111,1996,0
250,GH111,2001,0
250,GH111,2006,3
250,GH111,2013,0
250,GH112,1976,3
250,GH112,1981,12
250,GH112,1986,12
250,GH112,1991,12
250,GH112,1996,9
250,GH112,2001,3
250,GH112,2006,0
250,GH112,2013,0
250,GH121,1976,18
250,GH121,1981,15
250,GH121,1986,12
250,GH121,1991,15
250,GH121,1996,18
250,GH121,2001,24
250,GH121,2006,27
250,GH121,2013,27
250,GH122,1976,12
250,GH122,1981,12
250,GH122,1986,9
250,GH122,1991,6
250,GH122,1996,9
250,GH122,2001,3
250,GH122,2006,6
250,GH122,2013,3
250,GH130,1976,12
250,GH130,1981,15
250,GH130,1986,6
250,GH130,1991,6
250,GH130,1996,12
250,GH130,2001,3
250,GH130,2006,15
250,GH130,2013,12
250,GH131,1976,12
250,GH131,1981,27
250,GH131,1986,21
250,GH131,1991,27
250,GH131,1996,15
250,GH131,2001,6
250,GH131,2006,9
250,GH131,2013,6
250,GH132,1976,18
250,GH132,1981,12
250,GH132,1986,6
250,GH132,1991,6
250,GH132,1996,9
250,GH132,2001,15
250,GH132,2006,3
250,GH132,2013,3
250,GH133,1976,9
250,GH133,1981,12
250,GH133,1986,3
250,GH133,1991,0
250,GH133,1996,0
250,GH133,2001,3
250,GH133,2006,3
250,GH133,2013,0
250,GH21_,1976,18
250,GH21_,1981,27
250,GH21_,1986,33
250,GH21_,1991,36
250,GH21_,1996,36
250,GH21_,2001,33
250,GH21_,2006,42
250,GH21_,2013,51
250,II111,1976,24
250,II111,1981,36
250,II111,1986,24
250,II111,1991,15
250,II111,1996,15
250,II111,2001,12
250,II111,2006,9
250,II111,2013,15
250,II120,1976,0
250,II120,1981,0
250,II120,1986,0
250,II120,1991,0
250,II120,1996,0
250,II120,2001,3
250,II120,2006,0
250,II120,2013,0
250,II121,1976,3
250,II121,1981,0
250,II121,1986,0
250,II121,1991,0
250,II121,1996,0
250,II121,2001,0
250,II121,2006,0
250,II121,2013,0
250,II123,1976,0
250,II123,1981,0
250,II123,1986,0
250,II123,1991,0
250,II123,1996,0
250,II123,2001,0
250,II123,2006,0
250,II123,2013,0
250,II13_,1976,18
250,II13_,1981,0
250,II13_,1986,0
250,II13_,1991,9
250,II13_,1996,3
250,II13_,2001,0
250,II13_,2006,6
250,II13_,2013,0
250,JJ11_,1976,3
250,JJ11_,1981,3
250,JJ11_,1986,0
250,JJ11_,1991,3
250,JJ11_,1996,3
250,JJ11_,2001,9
250,JJ11_,2006,3
250,JJ11_,2013,3
250,JJ120,1976,0
250,JJ120,1981,18
250,JJ120,1986,15
250,JJ120,1991,0
250,JJ120,1996,0
250,JJ120,2001,0
250,JJ120,2006,0
250,JJ120,2013,0
250,JJ123,1976,0
250,JJ123,1981,0
250,JJ123,1986,0
250,JJ123,1991,0
250,JJ123,1996,3
250,JJ123,2001,0
250,JJ123,2006,3
250,JJ123,2013,3
250,KK1_,1976,0
250,KK1_,1981,0
250,KK1_,1986,3
250,KK1_,1991,0
250,KK1_,1996,0
250,KK1_,2001,0
250,KK1_,2006,0
250,KK1_,2013,0
250,KK110,1976,9
250,KK110,1981,9
250,KK110,1986,12
250,KK110,1991,9
250,KK110,1996,6
250,KK110,2001,3
250,KK110,2006,9
250,KK110,2013,3
250,LL110,1976,0
250,LL110,1981,0
250,LL110,1986,0
250,LL110,1991,0
250,LL110,1996,0
250,LL110,2001,3
250,LL110,2006,3
250,LL110,2013,3
250,LL12_,1976,0
250,LL12_,1981,0
250,LL12_,1986,0
250,LL12_,1991,0
250,LL12_,1996,3
250,LL12_,2001,3
250,LL12_,2006,9
250,LL12_,2013,3
250,MN11_,1976,15
250,MN11_,1981,18
250,MN11_,1986,15
250,MN11_,1991,12
250,MN11_,1996,9
250,MN11_,2001,12
250,MN11_,2006,15
250,MN11_,2013,15
250,MN21_,1976,3
250,MN21_,1981,3
250,MN21_,1986,12
250,MN21_,1991,9
250,MN21_,1996,9
250,MN21_,2001,12
250,MN21_,2006,9
250,MN21_,2013,6
250,OO111,1976,15
250,OO111,1981,12
250,OO111,1986,12
250,OO111,1991,18
250,OO111,1996,3
250,OO111,2001,6
250,OO111,2006,0
250,OO111,2013,0
250,OO21_,1976,0
250,OO21_,1981,0
250,OO21_,1986,0
250,OO21_,1991,3
250,OO21_,1996,3
250,OO21_,2001,0
250,OO21_,2006,6
250,OO21_,2013,9
250,OO211,1976,3
250,OO211,1981,3
250,OO211,1986,12
250,OO211,1991,9
250,OO211,1996,3
250,OO211,2001,3
250,OO211,2006,3
250,OO211,2013,0
250,PP11_,1976,63
250,PP11_,1981,72
250,PP11_,1986,69
250,PP11_,1991,66
250,PP11_,1996,84
250,PP11_,2001,69
250,PP11_,2006,63
250,PP11_,2013,75
250,QQ11_,1976,33
250,QQ11_,1981,27
250,QQ11_,1986,18
250,QQ11_,1991,24
250,QQ11_,1996,33
250,QQ11_,2001,57
250,QQ11_,2006,42
250,QQ11_,2013,42
250,RS11_,1976,6
250,RS11_,1981,3
250,RS11_,1986,0
250,RS11_,1991,0
250,RS11_,1996,3
250,RS11_,2001,3
250,RS11_,2006,3
250,RS11_,2013,9
250,RS210,1976,12
250,RS210,1981,3
250,RS210,1986,3
250,RS210,1991,6
250,RS210,1996,9
250,RS210,2001,3
250,RS210,2006,9
250,RS210,2013,3
250,RS211,1976,18
250,RS211,1981,3
250,RS211,1986,3
250,RS211,1991,3
250,RS211,1996,12
250,RS211,2001,12
250,RS211,2006,15
250,RS211,2013,12
250,RS219,1976,3
250,RS219,1981,3
250,RS219,1986,9
250,RS219,1991,9
250,RS219,1996,12
250,RS219,2001,3
250,RS219,2006,3
250,RS219,2013,6
251,AA111,1976,0
251,AA111,1981,0
251,AA111,1986,3
251,AA111,1991,0
251,AA111,1996,0
251,AA111,2001,6
251,AA111,2006,0
251,AA111,2013,3
251,AA121,1976,6
251,AA121,1981,9
251,AA121,1986,9
251,AA121,1991,12
251,AA121,1996,12
251,AA121,2001,9
251,AA121,2006,9
251,AA121,2013,9
251,AA131,1976,15
251,AA131,1981,15
251,AA131,1986,15
251,AA131,1991,15
251,AA131,1996,21
251,AA131,2001,33
251,AA131,2006,15
251,AA131,2013,18
251,AA141,1976,9
251,AA141,1981,9
251,AA141,1986,12
251,AA141,1991,6
251,AA141,1996,3
251,AA141,2001,3
251,AA141,2006,9
251,AA141,2013,3
251,AA211,1976,3
251,AA211,1981,3
251,AA211,1986,3
251,AA211,1991,0
251,AA211,1996,3
251,AA211,2001,3
251,AA211,2006,0
251,AA211,2013,0
251,AA310,1976,0
251,AA310,1981,0
251,AA310,1986,0
251,AA310,1991,0
251,AA310,1996,0
251,AA310,2001,0
251,AA310,2006,0
251,AA310,2013,0
251,AA320,1976,15
251,AA320,1981,18
251,AA320,1986,21
251,AA320,1991,3
251,AA320,1996,6
251,AA320,2001,15
251,AA320,2006,12
251,AA320,2013,9
251,BB11_,1976,6
251,BB11_,1981,18
251,BB11_,1986,27
251,BB11_,1991,21
251,BB11_,1996,15
251,BB11_,2001,12
251,BB11_,2006,6
251,BB11_,2013,3
251,CC1_,1976,174
251,CC1_,1981,171
251,CC1_,1986,141
251,CC1_,1991,129
251,CC1_,1996,66
251,CC1_,2001,153
251,CC1_,2006,159
251,CC1_,2013,138
251,CC131,1976,63
251,CC131,1981,108
251,CC131,1986,111
251,CC131,1991,114
251,CC131,1996,138
251,CC131,2001,168
251,CC131,2006,156
251,CC131,2013,138
251,CC141,1976,6
251,CC141,1981,9
251,CC141,1986,3
251,CC141,1991,6
251,CC141,1996,15
251,CC141,2001,15
251,CC141,2006,12
251,CC141,2013,3
251,CC151,1976,0
251,CC151,1981,0
251,CC151,1986,0
251,CC151,1991,0
251,CC151,1996,0
251,CC151,2001,0
251,CC151,2006,0
251,CC151,2013,0
251,CC211,1976,0
251,CC211,1981,9
251,CC211,1986,12
251,CC211,1991,3
251,CC211,1996,3
251,CC211,2001,0
251,CC211,2006,3
251,CC211,2013,0
251,CC212,1976,33
251,CC212,1981,24
251,CC212,1986,15
251,CC212,1991,6
251,CC212,1996,3
251,CC212,2001,6
251,CC212,2006,0
251,CC212,2013,0
251,CC311,1976,15
251,CC311,1981,15
251,CC311,1986,12
251,CC311,1991,9
251,CC311,1996,9
251,CC311,2001,6
251,CC311,2006,12
251,CC311,2013,3
251,CC321,1976,0
251,CC321,1981,0
251,CC321,1986,0
251,CC321,1991,0
251,CC321,1996,0
251,CC321,2001,0
251,CC321,2006,0
251,CC321,2013,0
251,CC411,1976,6
251,CC411,1981,3
251,CC411,1986,6
251,CC411,1991,6
251,CC411,1996,3
251,CC411,2001,6
251,CC411,2006,9
251,CC411,2013,0
251,CC5_,1976,27
251,CC5_,1981,9
251,CC5_,1986,24
251,CC5_,1991,15
251,CC5_,1996,15
251,CC5_,2001,15
251,CC5_,2006,12
251,CC5_,2013,9
251,CC611,1976,0
251,CC611,1981,0
251,CC611,1986,0
251,CC611,1991,3
251,CC611,1996,3
251,CC611,2001,0
251,CC611,2006,3
251,CC611,2013,0
251,CC711,1976,3
251,CC711,1981,0
251,CC711,1986,0
251,CC711,1991,0
251,CC711,1996,3
251,CC711,2001,0
251,CC711,2006,0
251,CC711,2013,6
251,CC721,1976,0
251,CC721,1981,3
251,CC721,1986,12
251,CC721,1991,6
251,CC721,1996,12
251,CC721,2001,9
251,CC721,2006,9
251,CC721,2013,15
251,CC811,1976,3
251,CC811,1981,3
251,CC811,1986,0
251,CC811,1991,0
251,CC811,1996,0
251,CC811,2001,3
251,CC811,2006,0
251,CC811,2013,0
251,CC821,1976,0
251,CC821,1981,0
251,CC821,1986,0
251,CC821,1991,0
251,CC821,1996,0
251,CC821,2001,3
251,CC821,2006,3
251,CC821,2013,3
251,CC822,1976,18
251,CC822,1981,9
251,CC822,1986,18
251,CC822,1991,6
251,CC822,1996,12
251,CC822,2001,18
251,CC822,2006,18
251,CC822,2013,24
251,CC91_,1976,6
251,CC91_,1981,9
251,CC91_,1986,3
251,CC91_,1991,24
251,CC91_,1996,3
251,CC91_,2001,6
251,CC91_,2006,0
251,CC91_,2013,0
251,DD1_,1976,36
251,DD1_,1981,39
251,DD1_,1986,39
251,DD1_,1991,12
251,DD1_,1996,12
251,DD1_,2001,3
251,DD1_,2006,6
251,DD1_,2013,12
251,EE1_,1976,27
251,EE1_,1981,39
251,EE1_,1986,48
251,EE1_,1991,24
251,EE1_,1996,24
251,EE1_,2001,18
251,EE1_,2006,27
251,EE1_,2013,27
251,EE110,1976,21
251,EE110,1981,12
251,EE110,1986,15
251,EE110,1991,6
251,EE110,1996,3
251,EE110,2001,6
251,EE110,2006,12
251,EE110,2013,3
251,EE113,1976,9
251,EE113,1981,3
251,EE113,1986,3
251,EE113,1991,3
251,EE113,1996,0
251,EE113,2001,0
251,EE113,2006,3
251,EE113,2013,3
251,FF11_,1976,3
251,FF11_,1981,9
251,FF11_,1986,12
251,FF11_,1991,6
251,FF11_,1996,3
251,FF11_,2001,3
251,FF11_,2006,3
251,FF11_,2013,3
251,FF110,1976,0
251,FF110,1981,3
251,FF110,1986,9
251,FF110,1991,3
251,FF110,1996,3
251,FF110,2001,3
251,FF110,2006,6
251,FF110,2013,3
251,FF111,1976,9
251,FF111,1981,24
251,FF111,1986,15
251,FF111,1991,3
251,FF111,1996,6
251,FF111,2001,3
251,FF111,2006,6
251,FF111,2013,12
251,FF114,1976,0
251,FF114,1981,0
251,FF114,1986,0
251,FF114,1991,24
251,FF114,1996,33
251,FF114,2001,0
251,FF114,2006,3
251,FF114,2013,3
251,GH111,1976,18
251,GH111,1981,12
251,GH111,1986,21
251,GH111,1991,18
251,GH111,1996,12
251,GH111,2001,9
251,GH111,2006,3
251,GH111,2013,3
251,GH112,1976,9
251,GH112,1981,24
251,GH112,1986,12
251,GH112,1991,9
251,GH112,1996,9
251,GH112,2001,6
251,GH112,2006,3
251,GH112,2013,3
251,GH121,1976,21
251,GH121,1981,21
251,GH121,1986,24
251,GH121,1991,15
251,GH121,1996,21
251,GH121,2001,24
251,GH121,2006,36
251,GH121,2013,33
251,GH122,1976,21
251,GH122,1981,9
251,GH122,1986,9
251,GH122,1991,9
251,GH122,1996,6
251,GH122,2001,6
251,GH122,2006,0
251,GH122,2013,3
251,GH130,1976,12
251,GH130,1981,15
251,GH130,1986,6
251,GH130,1991,15
251,GH130,1996,15
251,GH130,2001,18
251,GH130,2006,15
251,GH130,2013,9
251,GH131,1976,18
251,GH131,1981,18
251,GH131,1986,15
251,GH131,1991,12
251,GH131,1996,9
251,GH131,2001,6
251,GH131,2006,9
251,GH131,2013,9
251,GH132,1976,21
251,GH132,1981,12
251,GH132,1986,12
251,GH132,1991,9
251,GH132,1996,6
251,GH132,2001,6
251,GH132,2006,6
251,GH132,2013,3
251,GH133,1976,3
251,GH133,1981,3
251,GH133,1986,3
251,GH133,1991,0
251,GH133,1996,0
251,GH133,2001,0
251,GH133,2006,0
251,GH133,2013,0
251,GH21_,1976,24
251,GH21_,1981,36
251,GH21_,1986,45
251,GH21_,1991,27
251,GH21_,1996,27
251,GH21_,2001,15
251,GH21_,2006,33
251,GH21_,2013,24
251,II111,1976,18
251,II111,1981,15
251,II111,1986,24
251,II111,1991,12
251,II111,1996,15
251,II111,2001,15
251,II111,2006,18
251,II111,2013,15
251,II120,1976,0
251,II120,1981,0
251,II120,1986,0
251,II120,1991,0
251,II120,1996,0
251,II120,2001,0
251,II120,2006,0
251,II120,2013,0
251,II121,1976,9
251,II121,1981,12
251,II121,1986,6
251,II121,1991,3
251,II121,1996,0
251,II121,2001,3
251,II121,2006,0
251,II121,2013,3
251,II123,1976,0
251,II123,1981,0
251,II123,1986,3
251,II123,1991,3
251,II123,1996,3
251,II123,2001,0
251,II123,2006,0
251,II123,2013,3
251,II13_,1976,6
251,II13_,1981,0
251,II13_,1986,0
251,II13_,1991,12
251,II13_,1996,6
251,II13_,2001,9
251,II13_,2006,12
251,II13_,2013,9
251,JJ11_,1976,0
251,JJ11_,1981,3
251,JJ11_,1986,9
251,JJ11_,1991,0
251,JJ11_,1996,6
251,JJ11_,2001,3
251,JJ11_,2006,0
251,JJ11_,2013,3
251,JJ120,1976,0
251,JJ120,1981,15
251,JJ120,1986,12
251,JJ120,1991,0
251,JJ120,1996,0
251,JJ120,2001,0
251,JJ120,2006,0
251,JJ120,2013,0
251,JJ123,1976,3
251,JJ123,1981,3
251,JJ123,1986,3
251,JJ123,1991,3
251,JJ123,1996,3
251,JJ123,2001,3
251,JJ123,2006,3
251,JJ123,2013,3
251,KK1_,1976,9
251,KK1_,1981,12
251,KK1_,1986,3
251,KK1_,1991,0
251,KK1_,1996,0
251,KK1_,2001,0
251,KK1_,2006,0
251,KK1_,2013,0
251,KK110,1976,15
251,KK110,1981,15
251,KK110,1986,9
251,KK110,1991,12
251,KK110,1996,12
251,KK110,2001,12
251,KK110,2006,9
251,KK110,2013,3
251,LL110,1976,9
251,LL110,1981,0
251,LL110,1986,0
251,LL110,1991,3
251,LL110,1996,3
251,LL110,2001,3
251,LL110,2006,3
251,LL110,2013,0
251,LL12_,1976,0
251,LL12_,1981,0
251,LL12_,1986,0
251,LL12_,1991,6
251,LL12_,1996,9
251,LL12_,2001,3
251,LL12_,2006,6
251,LL12_,2013,9
251,MN11_,1976,21
251,MN11_,1981,33
251,MN11_,1986,27
251,MN11_,1991,21
251,MN11_,1996,39
251,MN11_,2001,45
251,MN11_,2006,36
251,MN11_,2013,21
251,MN21_,1976,0
251,MN21_,1981,6
251,MN21_,1986,3
251,MN21_,1991,9
251,MN21_,1996,3
251,MN21_,2001,21
251,MN21_,2006,18
251,MN21_,2013,21
251,OO111,1976,18
251,OO111,1981,27
251,OO111,1986,27
251,OO111,1991,27
251,OO111,1996,12
251,OO111,2001,15
251,OO111,2006,12
251,OO111,2013,15
251,OO21_,1976,0
251,OO21_,1981,0
251,OO21_,1986,0
251,OO21_,1991,0
251,OO21_,1996,9
251,OO21_,2001,9
251,OO21_,2006,15
