ua,ind,year,emp
3,CC821,1976,1170
3,CC821,1981,1275
3,CC821,1986,1284
3,CC821,1991,855
3,CC821,1996,822
3,CC821,2001,786
3,CC821,2006,750
3,CC821,2013,780
3,CC822,1976,828
3,CC822,1981,843
3,CC822,1986,846
3,CC822,1991,732
3,CC822,1996,891
3,CC822,2001,834
3,CC822,2006,675
3,CC822,2013,660
3,CC91_,1976,1494
3,CC91_,1981,1539
3,CC91_,1986,1626
3,CC91_,1991,1308
3,CC91_,1996,1350
3,CC91_,2001,1176
3,CC91_,2006,996
3,CC91_,2013,738
3,DD1_,1976,504
3,DD1_,1981,519
3,DD1_,1986,621
3,DD1_,1991,549
3,DD1_,1996,450
3,DD1_,2001,348
3,DD1_,2006,372
3,DD1_,2013,480
3,EE1_,1976,2031
3,EE1_,1981,2304
3,EE1_,1986,2958
3,EE1_,1991,3315
3,EE1_,1996,3762
3,EE1_,2001,4665
3,EE1_,2006,5826
3,EE1_,2013,5586
3,EE110,1976,2037
3,EE110,1981,996
3,EE110,1986,1281
3,EE110,1991,1338
3,EE110,1996,1425
3,EE110,2001,1182
3,EE110,2006,1755
3,EE110,2013,1629
3,EE113,1976,741
3,EE113,1981,393
3,EE113,1986,705
3,EE113,1991,363
3,EE113,1996,372
3,EE113,2001,420
3,EE113,2006,450
3,EE113,2013,414
3,FF11_,1976,438
3,FF11_,1981,651
3,FF11_,1986,1347
3,FF11_,1991,1557
3,FF11_,1996,2076
3,FF11_,2001,2286
3,FF11_,2006,2127
3,FF11_,2013,2139
3,FF110,1976,963
3,FF110,1981,1053
3,FF110,1986,1425
3,FF110,1991,1335
3,FF110,1996,1872
3,FF110,2001,1893
3,FF110,2006,2028
3,FF110,2013,1902
3,FF111,1976,540
3,FF111,1981,471
3,FF111,1986,567
3,FF111,1991,525
3,FF111,1996,912
3,FF111,2001,981
3,FF111,2006,948
3,FF111,2013,951
3,FF114,1976,408
3,FF114,1981,471
3,FF114,1986,579
3,FF114,1991,624
3,FF114,1996,714
3,FF114,2001,678
3,FF114,2006,819
3,FF114,2013,834
3,GH111,1976,693
3,GH111,1981,630
3,GH111,1986,918
3,GH111,1991,816
3,GH111,1996,687
3,GH111,2001,651
3,GH111,2006,780
3,GH111,2013,666
3,GH112,1976,291
3,GH112,1981,807
3,GH112,1986,837
3,GH112,1991,828
3,GH112,1996,525
3,GH112,2001,531
3,GH112,2006,369
3,GH112,2013,231
3,GH121,1976,903
3,GH121,1981,1230
3,GH121,1986,1476
3,GH121,1991,1494
3,GH121,1996,1761
3,GH121,2001,1818
3,GH121,2006,1779
3,GH121,2013,1812
3,GH122,1976,498
3,GH122,1981,468
3,GH122,1986,549
3,GH122,1991,480
3,GH122,1996,501
3,GH122,2001,588
3,GH122,2006,690
3,GH122,2013,663
3,GH130,1976,639
3,GH130,1981,654
3,GH130,1986,876
3,GH130,1991,1077
3,GH130,1996,1071
3,GH130,2001,1215
3,GH130,2006,1488
3,GH130,2013,1620
3,GH131,1976,993
3,GH131,1981,1167
3,GH131,1986,1602
3,GH131,1991,1332
3,GH131,1996,1299
3,GH131,2001,1407
3,GH131,2006,1623
3,GH131,2013,1617
3,GH132,1976,639
3,GH132,1981,753
3,GH132,1986,909
3,GH132,1991,921
3,GH132,1996,1041
3,GH132,2001,1146
3,GH132,2006,1422
3,GH132,2013,1476
3,GH133,1976,552
3,GH133,1981,540
3,GH133,1986,540
3,GH133,1991,525
3,GH133,1996,732
3,GH133,2001,801
3,GH133,2006,729
3,GH133,2013,621
3,GH21_,1976,717
3,GH21_,1981,1092
3,GH21_,1986,1683
3,GH21_,1991,1998
3,GH21_,1996,2784
3,GH21_,2001,3195
3,GH21_,2006,3639
3,GH21_,2013,4209
3,II111,1976,1059
3,II111,1981,1230
3,II111,1986,1473
3,II111,1991,1365
3,II111,1996,1497
3,II111,2001,1482
3,II111,2006,1509
3,II111,2013,1437
3,II120,1976,180
3,II120,1981,384
3,II120,1986,153
3,II120,1991,108
3,II120,1996,66
3,II120,2001,126
3,II120,2006,192
3,II120,2013,159
3,II121,1976,246
3,II121,1981,192
3,II121,1986,165
3,II121,1991,48
3,II121,1996,36
3,II121,2001,33
3,II121,2006,51
3,II121,2013,105
3,II123,1976,471
3,II123,1981,645
3,II123,1986,495
3,II123,1991,495
3,II123,1996,399
3,II123,2001,435
3,II123,2006,504
3,II123,2013,531
3,II13_,1976,1665
3,II13_,1981,390
3,II13_,1986,612
3,II13_,1991,1548
3,II13_,1996,1698
3,II13_,2001,1518
3,II13_,2006,1887
3,II13_,2013,1629
3,JJ11_,1976,714
3,JJ11_,1981,711
3,JJ11_,1986,723
3,JJ11_,1991,879
3,JJ11_,1996,903
3,JJ11_,2001,1005
3,JJ11_,2006,1227
3,JJ11_,2013,1260
3,JJ120,1976,108
3,JJ120,1981,1710
3,JJ120,1986,2142
3,JJ120,1991,1215
3,JJ120,1996,774
3,JJ120,2001,807
3,JJ120,2006,840
3,JJ120,2013,855
3,JJ123,1976,54
3,JJ123,1981,60
3,JJ123,1986,63
3,JJ123,1991,108
3,JJ123,1996,108
3,JJ123,2001,114
3,JJ123,2006,165
3,JJ123,2013,162
3,KK1_,1976,537
3,KK1_,1981,540
3,KK1_,1986,759
3,KK1_,1991,909
3,KK1_,1996,1044
3,KK1_,2001,1179
3,KK1_,2006,1368
3,KK1_,2013,1647
3,KK110,1976,780
3,KK110,1981,1233
3,KK110,1986,1638
3,KK110,1991,1914
3,KK110,1996,1704
3,KK110,2001,1722
3,KK110,2006,2178
3,KK110,2013,2475
3,LL110,1976,396
3,LL110,1981,219
3,LL110,1986,456
3,LL110,1991,255
3,LL110,1996,432
3,LL110,2001,573
3,LL110,2006,642
3,LL110,2013,603
3,LL12_,1976,237
3,LL12_,1981,255
3,LL12_,1986,447
3,LL12_,1991,768
3,LL12_,1996,1239
3,LL12_,2001,1230
3,LL12_,2006,1635
3,LL12_,2013,1638
3,MN11_,1976,750
3,MN11_,1981,924
3,MN11_,1986,1341
3,MN11_,1991,2727
3,MN11_,1996,4083
3,MN11_,2001,5157
3,MN11_,2006,7239
3,MN11_,2013,8199
3,MN21_,1976,864
3,MN21_,1981,1230
3,MN21_,1986,1722
3,MN21_,1991,1947
3,MN21_,1996,2529
3,MN21_,2001,3159
3,MN21_,2006,3792
3,MN21_,2013,3576
3,OO111,1976,387
3,OO111,1981,654
3,OO111,1986,411
3,OO111,1991,606
3,OO111,1996,588
3,OO111,2001,552
3,OO111,2006,639
3,OO111,2013,903
3,OO21_,1976,1350
3,OO21_,1981,1368
3,OO21_,1986,1431
3,OO21_,1991,1722
3,OO21_,1996,2280
3,OO21_,2001,2115
3,OO21_,2006,2388
3,OO21_,2013,2547
3,OO211,1976,1026
3,OO211,1981,1290
3,OO211,1986,1542
3,OO211,1991,1767
3,OO211,1996,1410
3,OO211,2001,1134
3,OO211,2006,888
3,OO211,2013,1074
3,PP11_,1976,2274
3,PP11_,1981,2658
3,PP11_,1986,2760
3,PP11_,1991,3324
3,PP11_,1996,4071
3,PP11_,2001,5418
3,PP11_,2006,6483
3,PP11_,2013,7602
3,QQ11_,1976,1935
3,QQ11_,1981,2481
3,QQ11_,1986,3021
3,QQ11_,1991,3636
3,QQ11_,1996,4092
3,QQ11_,2001,5484
3,QQ11_,2006,6804
3,QQ11_,2013,8523
3,RS11_,1976,270
3,RS11_,1981,483
3,RS11_,1986,519
3,RS11_,1991,678
3,RS11_,1996,951
3,RS11_,2001,1167
3,RS11_,2006,1488
3,RS11_,2013,1767
3,RS210,1976,702
3,RS210,1981,717
3,RS210,1986,903
3,RS210,1991,801
3,RS210,1996,1101
3,RS210,2001,1122
3,RS210,2006,1287
3,RS210,2013,1209
3,RS211,1976,933
3,RS211,1981,723
3,RS211,1986,939
3,RS211,1991,972
3,RS211,1996,1500
3,RS211,2001,1578
3,RS211,2006,1782
3,RS211,2013,1698
3,RS219,1976,192
3,RS219,1981,387
3,RS219,1986,348
3,RS219,1991,411
3,RS219,1996,654
3,RS219,2001,795
3,RS219,2006,1014
3,RS219,2013,1212
4,AA111,1976,318
4,AA111,1981,354
4,AA111,1986,333
4,AA111,1991,327
4,AA111,1996,369
4,AA111,2001,363
4,AA111,2006,345
4,AA111,2013,330
4,AA121,1976,48
4,AA121,1981,150
4,AA121,1986,51
4,AA121,1991,81
4,AA121,1996,147
4,AA121,2001,114
4,AA121,2006,147
4,AA121,2013,171
4,AA131,1976,15
4,AA131,1981,42
4,AA131,1986,27
4,AA131,1991,27
4,AA131,1996,36
4,AA131,2001,81
4,AA131,2006,87
4,AA131,2013,99
4,AA141,1976,27
4,AA141,1981,30
4,AA141,1986,30
4,AA141,1991,33
4,AA141,1996,48
4,AA141,2001,42
4,AA141,2006,45
4,AA141,2013,72
4,AA211,1976,24
4,AA211,1981,60
4,AA211,1986,39
4,AA211,1991,33
4,AA211,1996,66
4,AA211,2001,75
4,AA211,2006,36
4,AA211,2013,48
4,AA310,1976,78
4,AA310,1981,90
4,AA310,1986,87
4,AA310,1991,48
4,AA310,1996,33
4,AA310,2001,48
4,AA310,2006,30
4,AA310,2013,27
4,AA320,1976,99
4,AA320,1981,147
4,AA320,1986,126
4,AA320,1991,66
4,AA320,1996,114
4,AA320,2001,144
4,AA320,2006,144
4,AA320,2013,132
4,BB11_,1976,171
4,BB11_,1981,96
4,BB11_,1986,96
4,BB11_,1991,48
4,BB11_,1996,69
4,BB11_,2001,36
4,BB11_,2006,69
4,BB11_,2013,72
4,CC1_,1976,2403
4,CC1_,1981,1908
4,CC1_,1986,1335
4,CC1_,1991,414
4,CC1_,1996,519
4,CC1_,2001,393
4,CC1_,2006,438
4,CC1_,2013,471
4,CC131,1976,603
4,CC131,1981,456
4,CC131,1986,471
4,CC131,1991,318
4,CC131,1996,201
4,CC131,2001,204
4,CC131,2006,261
4,CC131,2013,396
4,CC141,1976,2097
4,CC141,1981,2280
4,CC141,1986,2268
4,CC141,1991,1617
4,CC141,1996,1695
4,CC141,2001,1665
4,CC141,2006,1878
4,CC141,2013,1890
4,CC151,1976,849
4,CC151,1981,825
4,CC151,1986,624
4,CC151,1991,474
4,CC151,1996,465
4,CC151,2001,537
4,CC151,2006,606
4,CC151,2013,591
4,CC211,1976,2136
4,CC211,1981,2061
4,CC211,1986,1680
4,CC211,1991,813
4,CC211,1996,978
4,CC211,2001,726
4,CC211,2006,609
4,CC211,2013,549
4,CC212,1976,6102
4,CC212,1981,4998
4,CC212,1986,4221
4,CC212,1991,2544
4,CC212,1996,2130
4,CC212,2001,1473
4,CC212,2006,1401
4,CC212,2013,669
4,CC311,1976,1251
4,CC311,1981,903
4,CC311,1986,981
4,CC311,1991,720
4,CC311,1996,699
4,CC311,2001,618
4,CC311,2006,690
4,CC311,2013,423
4,CC321,1976,1608
4,CC321,1981,1419
4,CC321,1986,1248
4,CC321,1991,567
4,CC321,1996,534
4,CC321,2001,432
4,CC321,2006,399
4,CC321,2013,249
4,CC411,1976,1395
4,CC411,1981,1623
4,CC411,1986,1974
4,CC411,1991,1599
4,CC411,1996,1704
4,CC411,2001,1491
4,CC411,2006,1428
4,CC411,2013,1137
4,CC5_,1976,4350
4,CC5_,1981,4122
4,CC5_,1986,3561
4,CC5_,1991,2208
4,CC5_,1996,2361
4,CC5_,2001,1974
4,CC5_,2006,2043
4,CC5_,2013,1662
4,CC611,1976,1530
4,CC611,1981,1323
4,CC611,1986,1164
4,CC611,1991,699
4,CC611,1996,567
4,CC611,2001,552
4,CC611,2006,561
4,CC611,2013,456
4,CC711,1976,690
4,CC711,1981,726
4,CC711,1986,675
4,CC711,1991,486
4,CC711,1996,450
4,CC711,2001,399
4,CC711,2006,348
4,CC711,2013,288
4,CC721,1976,3918
4,CC721,1981,3603
4,CC721,1986,3798
4,CC721,1991,1944
4,CC721,1996,2031
4,CC721,2001,1929
4,CC721,2006,1797
4,CC721,2013,1578
4,CC811,1976,2454
4,CC811,1981,1986
4,CC811,1986,1875
4,CC811,1991,909
4,CC811,1996,987
4,CC811,2001,846
4,CC811,2006,741
4,CC811,2013,633
4,CC821,1976,3543
4,CC821,1981,3414
4,CC821,1986,2793
4,CC821,1991,1479
4,CC821,1996,1530
4,CC821,2001,1509
4,CC821,2006,1542
4,CC821,2013,1542
4,CC822,1976,3336
4,CC822,1981,1836
4,CC822,1986,2016
4,CC822,1991,1290
4,CC822,1996,1458
4,CC822,2001,1266
4,CC822,2006,1065
4,CC822,2013,960
4,CC91_,1976,3e3
4,CC91_,1981,2514
4,CC91_,1986,2463
4,CC91_,1991,1863
4,CC91_,1996,1902
4,CC91_,2001,1788
4,CC91_,2006,1404
4,CC91_,2013,1026
4,DD1_,1976,1164
4,DD1_,1981,996
4,DD1_,1986,1104
4,DD1_,1991,738
4,DD1_,1996,666
4,DD1_,2001,648
4,DD1_,2006,723
4,DD1_,2013,972
4,EE1_,1976,4056
4,EE1_,1981,4086
4,EE1_,1986,4929
4,EE1_,1991,4431
4,EE1_,1996,4542
4,EE1_,2001,5385
4,EE1_,2006,6855
4,EE1_,2013,6690
4,EE110,1976,3789
4,EE110,1981,1545
4,EE110,1986,2010
4,EE110,1991,1746
4,EE110,1996,1845
4,EE110,2001,1521
4,EE110,2006,2427
4,EE110,2013,2355
4,EE113,1976,1788
4,EE113,1981,675
4,EE113,1986,1281
4,EE113,1991,648
4,EE113,1996,504
4,EE113,2001,672
4,EE113,2006,822
4,EE113,2013,669
4,FF11_,1976,1665
4,FF11_,1981,1851
4,FF11_,1986,3330
4,FF11_,1991,3717
4,FF11_,1996,4728
4,FF11_,2001,5169
4,FF11_,2006,4815
4,FF11_,2013,4386
4,FF110,1976,3786
4,FF110,1981,3537
4,FF110,1986,4161
4,FF110,1991,3726
4,FF110,1996,4566
4,FF110,2001,4764
4,FF110,2006,5322
4,FF110,2013,4485
4,FF111,1976,1668
4,FF111,1981,1212
4,FF111,1986,1506
4,FF111,1991,1134
4,FF111,1996,1659
4,FF111,2001,1710
4,FF111,2006,1740
4,FF111,2013,1782
4,FF114,1976,1440
4,FF114,1981,1401
4,FF114,1986,1635
4,FF114,1991,1416
4,FF114,1996,1788
4,FF114,2001,1923
4,FF114,2006,2238
4,FF114,2013,2640
4,GH111,1976,1842
4,GH111,1981,1365
4,GH111,1986,1461
4,GH111,1991,1188
4,GH111,1996,1098
4,GH111,2001,1086
4,GH111,2006,1164
4,GH111,2013,1008
4,GH112,1976,609
4,GH112,1981,1299
4,GH112,1986,1209
4,GH112,1991,1110
4,GH112,1996,753
4,GH112,2001,669
4,GH112,2006,600
4,GH112,2013,414
4,GH121,1976,2076
4,GH121,1981,2031
4,GH121,1986,2325
4,GH121,1991,2364
4,GH121,1996,2736
4,GH121,2001,2784
4,GH121,2006,2946
4,GH121,2013,3387
4,GH122,1976,1368
4,GH122,1981,1203
4,GH122,1986,1167
4,GH122,1991,918
4,GH122,1996,996
4,GH122,2001,1074
4,GH122,2006,1413
4,GH122,2013,1227
4,GH130,1976,1809
4,GH130,1981,1632
4,GH130,1986,1929
4,GH130,1991,2406
4,GH130,1996,2745
4,GH130,2001,2880
4,GH130,2006,3579
4,GH130,2013,3945
4,GH131,1976,2574
4,GH131,1981,2622
4,GH131,1986,2895
4,GH131,1991,2091
4,GH131,1996,2136
4,GH131,2001,2370
4,GH131,2006,2853
4,GH131,2013,3024
4,GH132,1976,2199
4,GH132,1981,2085
4,GH132,1986,2286
4,GH132,1991,2157
4,GH132,1996,2793
4,GH132,2001,3264
4,GH132,2006,3945
4,GH132,2013,4110
4,GH133,1976,1755
4,GH133,1981,1188
4,GH133,1986,1272
4,GH133,1991,534
4,GH133,1996,975
4,GH133,2001,948
4,GH133,2006,843
4,GH133,2013,801
4,GH21_,1976,4176
4,GH21_,1981,4776
4,GH21_,1986,6021
4,GH21_,1991,6354
4,GH21_,1996,8805
4,GH21_,2001,9678
4,GH21_,2006,12111
4,GH21_,2013,13884
4,II111,1976,2895
4,II111,1981,2736
4,II111,1986,2574
4,II111,1991,1860
4,II111,1996,1821
4,II111,2001,1977
4,II111,2006,2025
4,II111,2013,2028
4,II120,1976,759
4,II120,1981,1269
4,II120,1986,450
4,II120,1991,231
4,II120,1996,177
4,II120,2001,282
4,II120,2006,393
4,II120,2013,345
4,II121,1976,1254
4,II121,1981,918
4,II121,1986,561
4,II121,1991,159
4,II121,1996,75
4,II121,2001,69
4,II121,2006,120
4,II121,2013,252
4,II123,1976,1731
4,II123,1981,1851
4,II123,1986,1431
4,II123,1991,1554
4,II123,1996,1416
4,II123,2001,1626
4,II123,2006,1644
4,II123,2013,1647
4,II13_,1976,4365
4,II13_,1981,1023
4,II13_,1986,1584
4,II13_,1991,3024
4,II13_,1996,3063
4,II13_,2001,3126
4,II13_,2006,3753
4,II13_,2013,3312
4,JJ11_,1976,2565
4,JJ11_,1981,2466
4,JJ11_,1986,2346
4,JJ11_,1991,2991
4,JJ11_,1996,3504
4,JJ11_,2001,4098
4,JJ11_,2006,5001
4,JJ11_,2013,4554
4,JJ120,1976,393
4,JJ120,1981,3852
4,JJ120,1986,4302
4,JJ120,1991,2166
4,JJ120,1996,1956
4,JJ120,2001,2307
4,JJ120,2006,2727
4,JJ120,2013,2604
4,JJ123,1976,192
4,JJ123,1981,186
4,JJ123,1986,207
4,JJ123,1991,249
4,JJ123,1996,288
4,JJ123,2001,336
4,JJ123,2006,447
4,JJ123,2013,396
4,KK1_,1976,1905
4,KK1_,1981,1599
4,KK1_,1986,2205
4,KK1_,1991,2262
4,KK1_,1996,2604
4,KK1_,2001,3417
4,KK1_,2006,4281
4,KK1_,2013,5004
4,KK110,1976,2352
4,KK110,1981,3246
4,KK110,1986,3459
4,KK110,1991,3912
4,KK110,1996,3939
4,KK110,2001,4440
4,KK110,2006,6381
4,KK110,2013,7866
4,LL110,1976,1320
4,LL110,1981,513
4,LL110,1986,1071
4,LL110,1991,525
4,LL110,1996,909
4,LL110,2001,1269
4,LL110,2006,1668
4,LL110,2013,1683
4,LL12_,1976,1155
4,LL12_,1981,1035
4,LL12_,1986,1557
4,LL12_,1991,2370
4,LL12_,1996,3636
4,LL12_,2001,3861
4,LL12_,2006,4647
4,LL12_,2013,4767
4,MN11_,1976,3744
4,MN11_,1981,4023
4,MN11_,1986,5184
4,MN11_,1991,10494
4,MN11_,1996,15054
4,MN11_,2001,20262
4,MN11_,2006,27417
4,MN11_,2013,30483
4,MN21_,1976,3264
4,MN21_,1981,3957
4,MN21_,1986,5958
4,MN21_,1991,5856
4,MN21_,1996,7047
4,MN21_,2001,8298
4,MN21_,2006,9210
4,MN21_,2013,8712
4,OO111,1976,1119
4,OO111,1981,1269
4,OO111,1986,891
4,OO111,1991,1086
4,OO111,1996,1095
4,OO111,2001,1071
4,OO111,2006,1155
4,OO111,2013,1617
4,OO21_,1976,336
4,OO21_,1981,339
4,OO21_,1986,360
4,OO21_,1991,690
4,OO21_,1996,1356
4,OO21_,2001,1458
4,OO21_,2006,2193
4,OO21_,2013,2637
4,OO211,1976,3039
4,OO211,1981,3495
4,OO211,1986,3321
4,OO211,1991,3087
4,OO211,1996,2928
4,OO211,2001,2364
4,OO211,2006,1773
4,OO211,2013,2214
4,PP11_,1976,7938
4,PP11_,1981,8358
4,PP11_,1986,7476
4,PP11_,1991,8478
4,PP11_,1996,10296
4,PP11_,2001,13371
4,PP11_,2006,14751
4,PP11_,2013,17067
4,QQ11_,1976,10164
4,QQ11_,1981,11019
4,QQ11_,1986,11412
4,QQ11_,1991,10956
4,QQ11_,1996,10749
4,QQ11_,2001,13356
4,QQ11_,2006,15075
4,QQ11_,2013,18531
4,RS11_,1976,1011
4,RS11_,1981,1395
4,RS11_,1986,1572
4,RS11_,1991,1983
4,RS11_,1996,2697
4,RS11_,2001,3081
4,RS11_,2006,3561
4,RS11_,2013,4248
4,RS210,1976,2325
4,RS210,1981,1965
4,RS210,1986,2307
4,RS210,1991,1737
4,RS210,1996,2253
4,RS210,2001,2070
4,RS210,2006,2460
4,RS210,2013,2526
4,RS211,1976,1773
4,RS211,1981,987
4,RS211,1986,1137
4,RS211,1991,1110
4,RS211,1996,1629
4,RS211,2001,1737
4,RS211,2006,2181
4,RS211,2013,1920
4,RS219,1976,1083
4,RS219,1981,1587
4,RS219,1986,1170
4,RS219,1991,1245
4,RS219,1996,1506
4,RS219,2001,1893
4,RS219,2006,2388
4,RS219,2013,3051
5,AA111,1976,549
5,AA111,1981,741
5,AA111,1986,1026
5,AA111,1991,861
5,AA111,1996,861
5,AA111,2001,780
5,AA111,2006,717
5,AA111,2013,705
5,AA121,1976,147
5,AA121,1981,237
5,AA121,1986,189
5,AA121,1991,246
5,AA121,1996,360
5,AA121,2001,180
5,AA121,2006,246
5,AA121,2013,306
5,AA131,1976,396
5,AA131,1981,306
5,AA131,1986,288
5,AA131,1991,225
5,AA131,1996,171
5,AA131,2001,159
5,AA131,2006,144
5,AA131,2013,81
5,AA141,1976,201
5,AA141,1981,180
5,AA141,1986,270
5,AA141,1991,219
5,AA141,1996,192
5,AA141,2001,165
5,AA141,2006,153
5,AA141,2013,171
5,AA211,1976,18
5,AA211,1981,69
5,AA211,1986,66
5,AA211,1991,27
5,AA211,1996,48
5,AA211,2001,72
5,AA211,2006,39
5,AA211,2013,42
5,AA310,1976,51
5,AA310,1981,72
5,AA310,1986,66
5,AA310,1991,60
5,AA310,1996,63
5,AA310,2001,63
5,AA310,2006,45
5,AA310,2013,42
5,AA320,1976,147
5,AA320,1981,261
5,AA320,1986,195
5,AA320,1991,165
5,AA320,1996,228
5,AA320,2001,270
5,AA320,2006,225
5,AA320,2013,204
5,BB11_,1976,216
5,BB11_,1981,165
5,BB11_,1986,312
5,BB11_,1991,159
5,BB11_,1996,138
5,BB11_,2001,108
5,BB11_,2006,147
5,BB11_,2013,114
5,CC1_,1976,2613
5,CC1_,1981,2622
5,CC1_,1986,2199
5,CC1_,1991,795
5,CC1_,1996,846
5,CC1_,2001,654
5,CC1_,2006,846
5,CC1_,2013,1113
5,CC131,1976,468
5,CC131,1981,441
5,CC131,1986,609
5,CC131,1991,654
5,CC131,1996,477
5,CC131,2001,534
5,CC131,2006,513
5,CC131,2013,573
5,CC141,1976,1530
5,CC141,1981,2229
5,CC141,1986,2685
5,CC141,1991,2703
5,CC141,1996,3066
5,CC141,2001,3054
5,CC141,2006,3273
5,CC141,2013,3360
5,CC151,1976,588
5,CC151,1981,708
5,CC151,1986,732
5,CC151,1991,459
5,CC151,1996,477
5,CC151,2001,747
5,CC151,2006,744
5,CC151,2013,723
5,CC211,1976,1398
5,CC211,1981,1761
5,CC211,1986,1857
5,CC211,1991,936
5,CC211,1996,1128
5,CC211,2001,993
5,CC211,2006,789
5,CC211,2013,696
5,CC212,1976,2931
5,CC212,1981,3285
5,CC212,1986,3435
5,CC212,1991,1929
5,CC212,1996,1557
5,CC212,2001,1011
5,CC212,2006,1050
5,CC212,2013,477
5,CC311,1976,693
5,CC311,1981,708
5,CC311,1986,939
5,CC311,1991,798
5,CC311,1996,987
5,CC311,2001,1038
5,CC311,2006,1143
5,CC311,2013,873
5,CC321,1976,1200
5,CC321,1981,1533
5,CC321,1986,1572
5,CC321,1991,1032
5,CC321,1996,942
5,CC321,2001,858
5,CC321,2006,843
5,CC321,2013,654
5,CC411,1976,591
5,CC411,1981,1011
5,CC411,1986,1521
5,CC411,1991,1212
5,CC411,1996,1401
5,CC411,2001,1440
5,CC411,2006,1479
5,CC411,2013,1176
5,CC5_,1976,3369
5,CC5_,1981,4158
5,CC5_,1986,3744
5,CC5_,1991,2796
5,CC5_,1996,2907
5,CC5_,2001,2727
5,CC5_,2006,2676
5,CC5_,2013,2661
5,CC611,1976,1122
5,CC611,1981,1221
5,CC611,1986,1278
5,CC611,1991,858
5,CC611,1996,693
5,CC611,2001,870
5,CC611,2006,1038
5,CC611,2013,930
5,CC711,1976,1143
5,CC711,1981,1635
5,CC711,1986,1803
5,CC711,1991,1317
5,CC711,1996,1029
5,CC711,2001,891
5,CC711,2006,780
5,CC711,2013,606
5,CC721,1976,2772
5,CC721,1981,3342
5,CC721,1986,4170
5,CC721,1991,2586
5,CC721,1996,2856
5,CC721,2001,2907
5,CC721,2006,3039
5,CC721,2013,2526
5,CC811,1976,2904
5,CC811,1981,3465
5,CC811,1986,3696
5,CC811,1991,2091
5,CC811,1996,1884
5,CC811,2001,1182
5,CC811,2006,1365
5,CC811,2013,1179
5,CC821,1976,1794
5,CC821,1981,2820
5,CC821,1986,3072
5,CC821,1991,1761
5,CC821,1996,1788
5,CC821,2001,2022
5,CC821,2006,2154
5,CC821,2013,2184
5,CC822,1976,3561
5,CC822,1981,2016
5,CC822,1986,2688
5,CC822,1991,1791
5,CC822,1996,2004
5,CC822,2001,1992
5,CC822,2006,1773
5,CC822,2013,1542
5,CC91_,1976,1755
5,CC91_,1981,1653
5,CC91_,1986,2022
5,CC91_,1991,1647
5,CC91_,1996,1788
5,CC91_,2001,2010
5,CC91_,2006,1875
5,CC91_,2013,1119
5,DD1_,1976,783
5,DD1_,1981,984
5,DD1_,1986,1167
5,DD1_,1991,933
5,DD1_,1996,723
5,DD1_,2001,750
5,DD1_,2006,807
5,DD1_,2013,1020
5,EE1_,1976,2832
5,EE1_,1981,3537
5,EE1_,1986,4455
5,EE1_,1991,4191
5,EE1_,1996,4929
5,EE1_,2001,6366
5,EE1_,2006,8343
5,EE1_,2013,8208
5,EE110,1976,2784
5,EE110,1981,1443
5,EE110,1986,1839
5,EE110,1991,1764
5,EE110,1996,1893
5,EE110,2001,1602
5,EE110,2006,2625
5,EE110,2013,2217
5,EE113,1976,1446
5,EE113,1981,579
5,EE113,1986,1128
5,EE113,1991,558
5,EE113,1996,519
5,EE113,2001,690
5,EE113,2006,855
5,EE113,2013,579
5,FF11_,1976,930
5,FF11_,1981,1365
5,FF11_,1986,2490
5,FF11_,1991,2979
5,FF11_,1996,4074
5,FF11_,2001,4584
5,FF11_,2006,4734
5,FF11_,2013,4815
5,FF110,1976,1233
5,FF110,1981,1392
5,FF110,1986,2058
5,FF110,1991,2427
5,FF110,1996,2970
5,FF110,2001,3477
5,FF110,2006,4032
5,FF110,2013,3465
5,FF111,1976,828
5,FF111,1981,984
5,FF111,1986,1233
5,FF111,1991,1008
5,FF111,1996,1728
5,FF111,2001,1908
5,FF111,2006,2208
5,FF111,2013,2328
5,FF114,1976,462
5,FF114,1981,726
5,FF114,1986,930
5,FF114,1991,1161
5,FF114,1996,1776
5,FF114,2001,1761
5,FF114,2006,1860
5,FF114,2013,2121
5,GH111,1976,1296
5,GH111,1981,1203
5,GH111,1986,1626
5,GH111,1991,1347
5,GH111,1996,1248
5,GH111,2001,1176
5,GH111,2006,1377
5,GH111,2013,1209
5,GH112,1976,447
5,GH112,1981,1248
5,GH112,1986,1290
5,GH112,1991,1368
5,GH112,1996,855
5,GH112,2001,834
5,GH112,2006,678
5,GH112,2013,504
5,GH121,1976,1716
5,GH121,1981,2352
5,GH121,1986,2769
5,GH121,1991,2535
5,GH121,1996,3081
5,GH121,2001,3033
5,GH121,2006,3174
5,GH121,2013,3270
5,GH122,1976,726
5,GH122,1981,747
5,GH122,1986,774
5,GH122,1991,741
5,GH122,1996,732
5,GH122,2001,807
5,GH122,2006,1110
5,GH122,2013,1128
5,GH130,1976,999
5,GH130,1981,1098
5,GH130,1986,1380
5,GH130,1991,1572
5,GH130,1996,1851
5,GH130,2001,1782
5,GH130,2006,2595
5,GH130,2013,2829
5,GH131,1976,1461
5,GH131,1981,1905
5,GH131,1986,2589
5,GH131,1991,2079
5,GH131,1996,2055
5,GH131,2001,2133
5,GH131,2006,2787
5,GH131,2013,2676
5,GH132,1976,1011
5,GH132,1981,1257
5,GH132,1986,1542
5,GH132,1991,1488
5,GH132,1996,1893
